Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,RB_P130_DN.V1_UP,-0.4580152671755725,-0.7660452411811941,0.8333333333333334,0.9853210337506405,1.0,3/3,55.97%,STAT5B;AURKA;CDK1
prerank,RPS14_DN.V1_DN,0.5639097744360901,0.7379518072289155,0.9183673469387755,0.9799442642423134,1.0,1/1,44.03%,SRD5A3
prerank,RB_P107_DN.V1_UP,-0.42103862145158855,-0.733852556094883,0.8372093023255814,1.0,1.0,1/6,10.45%,DHFR
prerank,IL15_UP.V1_UP,-0.5488721804511278,-0.7287595581988104,0.9361702127659575,0.9957537154989385,1.0,1/1,46.27%,CCNE1
prerank,E2F3_UP.V1_UP,-0.5488721804511278,-0.7287595581988104,0.9361702127659575,0.9957537154989385,1.0,1/1,46.27%,CCNE1
prerank,PDGF_UP.V1_UP,0.45454545454545453,0.7277916518016411,0.8529411764705882,0.9782248748556026,1.0,2/2,55.22%,CDK6;CCNE1
prerank,ATM_DN.V1_DN,0.5714285714285714,0.7261582837569859,0.9245283018867925,0.9644798222412999,1.0,1/1,43.28%,SRD5A2
prerank,ESC_V6.5_UP_EARLY.V1_DN,0.5413533834586466,0.7183616313670577,0.9473684210526315,0.9469717806259971,1.0,1/1,46.27%,KIT
prerank,KRAS.KIDNEY_UP.V1_UP,0.5413533834586466,0.7183616313670577,0.9473684210526315,0.9469717806259971,1.0,1/1,46.27%,KIT
prerank,RAPA_EARLY_UP.V1_DN,-0.4726530252409416,-0.7072606098882831,0.890625,1.0,1.0,1/2,29.10%,EPHB4
prerank,P53_DN.V1_DN,-0.4688932318145056,-0.6934896594110868,0.8873239436619719,1.0,1.0,1/2,31.34%,NR4A3
prerank,PRC2_EZH2_UP.V1_UP,-0.44696969696969696,-0.6762198606468558,0.9253731343283582,1.0,1.0,2/2,56.72%,NR3C2;SRD5A1
prerank,CSR_EARLY_UP.V1_UP,0.5037593984962406,0.6750234301780695,1.0,0.9901508952637659,1.0,1/1,50.00%,TOP1
prerank,CSR_LATE_UP.V1_DN,-0.46212121212121215,-0.6655988972571795,0.819672131147541,1.0,1.0,2/2,55.22%,EPHB6;KIT
prerank,KRAS.KIDNEY_UP.V1_DN,-0.4153846153846154,-0.655586126363556,0.8648648648648649,1.0,1.0,4/4,60.45%,SRC;EPHA5;SRD5A3;CSF1R
prerank,PKCA_DN.V1_DN,-0.4166666666666667,-0.6525502516179504,0.9807692307692307,1.0,1.0,2/2,59.70%,PTK6;PDGFRB
prerank,WNT_UP.V1_UP,-0.4009017857398557,-0.6413178901424684,0.8918918918918919,0.9964136246160141,1.0,2/3,42.54%,CYP2E1;FNTB
prerank,ESC_J1_UP_LATE.V1_DN,0.3787878787878788,0.6026170798898072,0.9714285714285714,0.9938390450519831,1.0,2/2,62.69%,RIOK2;LCK
prerank,ESC_V6.5_UP_LATE.V1_DN,0.3787878787878788,0.6026170798898072,0.9714285714285714,0.9938390450519831,1.0,2/2,62.69%,RIOK2;LCK
prerank,STK33_NOMO_UP,-0.34011627529642463,-0.5660769010760683,1.0,1.0,1.0,1/4,25.37%,CYP2E1
prerank,HOXA9_DN.V1_UP,-0.3511450381679389,-0.5623679740767784,1.0,1.0,1.0,3/3,66.42%,FYN;SRD5A1;JAK2
prerank,MEK_UP.V1_DN,-0.32377686358056756,-0.5280719939860178,0.9866666666666667,1.0,1.0,1/4,30.60%,TOP2B
prerank,GCNP_SHH_UP_EARLY.V1_DN,-0.2923076923076923,-0.4753521051066957,0.9882352941176471,0.9969251043268175,1.0,4/4,72.39%,MAP2K1;CDK5;MST1R;DLK1
