Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,KRAS.PROSTATE_UP.V1_UP,-0.22114981116240034,-2.1837016574585633,0.0,0.39564220183486243,0.37,18/18,100.00%,TG;TEC;TGFBR1;TLR4;ZEB1;IL7R;STRN;MAP3K1;SYNE3;CNTN5;LMO1;CFHR2;NBEA;FGA;ETV5;MLXIPL;PLCH2;CD79A
prerank,ESC_V6.5_UP_EARLY.V1_UP,-0.15202702702702703,-2.117647058823529,0.0,0.21932339449541285,0.4,33/33,100.00%,WT1;ATP8B2;CHD7;WNT3A;PARP6;TERT;TNFRSF1B;ZG16;MAST3;TMCO4;MGA;STIM1;WDFY3;KIF21A;OTUD7A;FOXQ1;MYB;HDAC11;MLLT1;GSTT2;GRM8;GPD1;ARID3B;LPAR4;NCOA2;FGF5;ERCC2;LEF1;CELSR3;LRIG1;DACH1;SLC16A3;RUNX1
prerank,VEGF_A_UP.V1_UP,-0.15014761703922394,-1.7626994315055933,0.0,0.46158256880733944,0.8,30/30,100.00%,KMT2D;AKR1B10;TCL1A;TLL2;SMG6;CIC;PHLDA1;SDC4;PSMB8;PTGFR;PTPRC;RELB;NFKBIE;NFKB2;TRAF5;CLIP2;NCF2;IRF5;MN1;GLI1;TXNIP;FGA;FCGR2B;HDAC5;DDIT3;PPP6R2;IFT140;CD79A;CD19;SEMA5A
prerank,PRC1_BMI_UP.V1_DN,-0.16281026503996635,-1.6709217195419563,0.08695652173913043,0.4579988532110092,0.86,24/24,100.00%,KMT2D;SPTBN2;PTPRO;SDK2;CIITA;DDX25;PDGFB;MLLT1;PIK3C2G;HOXA10;GNA15;HOXD11;FLG;FGFR3;FES;FGA;EVPL;IMPG2;GPR183;SHANK1;DCC;KBTBD11;RAPGEF5;ARSD
prerank,BRCA1_DN.V1_DN,-0.14273684210526316,-1.5714815501576114,0.12,0.5005733944954129,0.91,26/26,100.00%,KMT2D;CYSLTR2;TMPRSS11D;SCN10A;SMO;HHAT;AURKC;PPP1R9A;MSH5;LYL1;ZNF668;PCDHB1;GDF5;TRAF3;CARD10;INSR;RAPGEF1;GNA12;ZMYND10;FCER1A;CD79A;CHD2;H4C5;H4C2;BRCA1;ATP4A
prerank,HOXA9_DN.V1_DN,-0.14562289562289563,-1.5671524222134698,0.08695652173913043,0.4271788990825688,0.92,25/25,100.00%,ZIC1;TEX15;ATAD2;MYO1B;MEN1;RB1;TBL1XR1;RFWD3;PFAS;ITGA4;NOTCH2;SAV1;SLC29A2;HOXA9;H1-4;PSIP1;GNA13;FCGR2B;FANCG;DUSP7;NCAPD2;SLITRK5;ALOX12;APOBEC3B;BRCA2
prerank,IL21_UP.V1_UP,-0.10890671169269733,-1.4284835435250693,0.1111111111111111,0.533256880733945,0.95,32/32,100.00%,XPNPEP2;SLC7A5;MAFK;KIF21B;SPART;SCN9A;ZC3H12A;PTPRO;LYL1;PIM1;NUDT11;PCDHB1;MUC1;NOS2;NMBR;MYH4;TSHR;SLC29A2;H1-4;EGR2;GRIN2A;IQCG;FAT2;ZIC4;TLR6;ARHGAP32;CD79B;IL18RAP;BOK;BCL6;OR6A2;CBL
prerank,IL15_UP.V1_DN,-0.15329693406131878,-1.3868516391269765,0.18604651162790697,0.5235808486238532,0.97,20/20,100.00%,TG;PARP11;TMPRSS11D;ATP10B;SELP;MAP2K6;VWF;WNT4;ADAM29;PNRC1;HOXD13;TXNIP;FLG;FSTL3;BCL2L10;SLC26A3;ARHGEF10;CNTN1;CACNA1E;PROM1
prerank,WNT_UP.V1_DN,-0.10590717299578059,-1.338392124692371,0.15384615384615385,0.5217889908256881,0.98,31/31,100.00%,SLC1A6;HEY1;TGFBR3;TGFBR1;SEPTIN6;TAL2;STC1;MET;MEP1A;KDM5A;MAPK7;DDX25;NFATC2;IRF7;LBP;KCNA4;SPRR2B;HLA-DRB1;GRM8;GSTA4;NCOA2;TLR6;ETV4;ADAM2;ISG15;CD79B;CNTN1;PTPN22;UBR1;ACVR1B;STK11IP
prerank,KRAS.AMP.LUNG_UP.V1_DN,-0.10844892812105927,-1.1562743569758378,0.21739130434782608,0.7517201834862385,1.0,22/22,100.00%,TLR4;SCN10A;RAG1;TRHDE;PODNL1;RELB;KMT2A;MMP13;HOXC11;TBR1;FCGR2B;HDAC7;DRD5;EPYC;SHANK1;ADAM2;DCC;ACE;PLCH2;H2BC11;PROM1;CBL
prerank,CRX_NRL_DN.V1_DN,-0.11964735516372796,-1.1205766710353866,0.3888888888888889,0.7560988323603003,1.0,19/19,100.00%,RREB1;SDC4;PTPN13;PLEC;RASGRF2;NMBR;U2AF1;INPPL1;TNC;MYOCD;GTF2I;SALL3;NIN;NTN4;ABCC9;GSDME;CCKBR;PRDM1;BAX
prerank,KRAS.BREAST_UP.V1_UP,-0.08792595708876735,-1.1012074643249177,0.2916666666666667,0.7325114678899082,1.0,24/24,100.00%,MKRN3;TERT;USH2A;TNFAIP3;MACF1;SOX17;CMKLR1;CLSTN2;STC1;LYL1;PRB4;PRRX1;MYCN;PPP1R15A;SPRR2B;IL1B;IL2RG;IGF2;WNT16;NR1H4;CTNNA2;IL1RL1;PRDM1;BIRC3
prerank,NRL_DN.V1_DN,-0.10126050420168067,-1.048129892722528,0.43333333333333335,0.7859915314043754,1.0,21/21,100.00%,GLRA3;PIK3AP1;PTPN13;PLEC;PRKCQ;RASGRF2;USP25;U2AF1;INPPL1;MYOCD;FKBP9;GTF2I;SALL3;ABCC9;GSDME;ALDH2;CCKBR;PRDM1;BMP5;BAX;DYSF
prerank,JAK2_DN.V1_DN,0.9974853310980721,1.032628873457433,0.04918032786885246,1.0,0.85,1/15,0.29%,ATM
prerank,BMI1_DN_MEL18_DN.V1_UP,0.9970476592155209,1.0319460516828343,0.02631578947368421,1.0,0.92,2/30,0.37%,WEE1;PIK3CG
prerank,AKT_UP_MTOR_DN.V1_DN,0.9987373737373737,1.0294087793826956,0.013333333333333334,1.0,0.98,2/25,0.21%,WEE1;PARP2
prerank,CAMP_UP.V1_UP,0.9932631578947368,1.0292085722283373,0.10526315789473684,1.0,0.98,1/26,0.71%,HSP90B1
prerank,KRAS.LUNG_UP.V1_UP,0.9911504424778761,1.025331717210442,0.10526315789473684,1.0,1.0,2/28,0.96%,AKT2;ABCB1
prerank,SRC_UP.V1_DN,0.9958071278825996,1.0252983533332405,0.06153846153846154,1.0,1.0,1/16,0.46%,PIK3C2B
prerank,KRAS.LUNG.BREAST_UP.V1_UP,0.9920067311737484,1.024841286442107,0.08333333333333333,1.0,1.0,1/24,0.83%,AKT2
prerank,KRAS.BREAST_UP.V1_DN,0.9907524169819252,1.0240029036170575,0.1111111111111111,1.0,1.0,1/22,0.96%,ABCB1
prerank,TGFB_UP.V1_DN,0.9873364288729422,1.0232376458390149,0.10227272727272728,1.0,1.0,1/32,1.29%,CYP2E1
prerank,PRC2_EED_DN.V1_UP,0.9847715736040609,1.0222038116869023,0.11627906976744186,1.0,1.0,1/37,1.54%,NR3C2
prerank,KRAS.600_UP.V1_DN,0.9825754356141098,1.0205011979817746,0.1326530612244898,1.0,1.0,3/48,1.83%,PIK3C2B;ABCB1;EPHB6
prerank,P53_DN.V1_UP,0.9809322033898307,1.0203875983257484,0.07446808510638298,1.0,1.0,2/41,1.96%,EGFR;FYN
prerank,MEK_UP.V1_UP,0.9843881856540083,1.0198723336327011,0.08433734939759036,1.0,1.0,1/31,1.58%,EPHA2
prerank,PTEN_DN.V1_DN,0.9848293299620733,1.0195532777491103,0.06172839506172839,1.0,1.0,1/28,1.54%,NR3C2
prerank,RPS14_DN.V1_UP,0.9852382960776044,1.0190435958191126,0.15789473684210525,1.0,1.0,1/30,1.50%,NR4A3
prerank,TBK1.DF_UP,0.9800170068027212,1.018829987605458,0.1368421052631579,1.0,1.0,2/49,2.04%,ARAF;PTK6
prerank,JNK_DN.V1_DN,0.9839932603201349,1.0184673036564322,0.15384615384615385,1.0,1.0,3/27,1.71%,SRC;EPHB1;BTK
prerank,LEF1_UP.V1_UP,0.9796782387806944,1.0177192678260991,0.13636363636363635,1.0,1.0,3/39,2.12%,NR3C1;LCK;PRKAA2
prerank,DCA_UP.V1_UP,0.9819175777964676,1.017625402755976,0.13043478260869565,1.0,1.0,1/23,1.83%,EPHB6
prerank,KRAS.300_UP.V1_DN,0.9823083403538333,1.017340358045444,0.12987012987012986,1.0,1.0,2/27,1.83%,ABCB1;EPHB6
prerank,PRC2_SUZ12_UP.V1_UP,0.980185497470489,1.0172634097575577,0.12941176470588237,1.0,1.0,1/29,2.00%,MYT1
prerank,GCNP_SHH_UP_LATE.V1_DN,0.9802271771140093,1.0169223932991824,0.1891891891891892,0.9870524296675192,1.0,3/24,2.08%,ARAF;EPHB6;EPHA3
prerank,RAPA_EARLY_UP.V1_UP,0.9797724399494311,1.016199897057482,0.1527777777777778,1.0,1.0,1/28,2.04%,PTK6
prerank,JAK2_DN.V1_UP,0.9793597304128054,1.0159730039090855,0.22857142857142856,0.9809915814151747,1.0,1/27,2.08%,EPHA3
prerank,ATF2_S_UP.V1_UP,0.9780775716694772,1.0133726790930304,0.25333333333333335,1.0,1.0,2/29,2.25%,TOP2A;SLCO1B1
prerank,JNK_DN.V1_UP,0.9792986903253063,1.0132671011917145,0.20224719101123595,1.0,1.0,1/34,2.08%,EPHA3
prerank,TBK1.DF_DN,0.9702380952380953,1.010710964028614,0.14893617021276595,1.0,1.0,2/49,3.00%,AFF4;CDK6
prerank,KRAS.600.LUNG.BREAST_UP.V1_DN,0.9688064457214101,1.0101497503756496,0.21428571428571427,1.0,1.0,1/55,0.46%,PIK3C2B
prerank,MTOR_UP.N4.V1_DN,0.9707254985150615,1.0075116480576605,0.2978723404255319,1.0,1.0,2/44,2.96%,CYP2E1;CCNE1
